name,type,data/description/value,data/description/chat,data/description/unidentified,data/source,data/activation/type,data/activation/cost,data/activation/condition,data/duration/value,data/duration/units,data/target/value,data/target/units,data/target/type,data/range/value,data/range/long,data/range/units,data/uses/value,data/uses/max,data/uses/per,data/consume/type,data/consume/target,data/consume/amount,data/ability,data/actionType,data/attackBonus,data/chatFlavor,data/critical,data/damage/versatile,data/formula,data/save/ability,data/save/dc,data/save/scaling,data/level,data/school,data/components/value,data/components/vocal,data/components/somatic,data/components/material,data/components/ritual,data/components/concentration,data/materials/value,data/materials/consumed,data/materials/cost,data/materials/supply,data/preparation/mode,data/preparation/prepared,data/scaling/mode,data/scaling/formula,data/img
Dream,spell,"<p>This spell shapes a creature’s dreams. Choose a creature known to you as the target of this spell. The target must be on the same plane of existence as you. Creatures that don’t sleep, such as elves, can’t be contacted by this spell. You, or a willing creature you touch, enters a trance state, acting as a messenger. While in the trance, the messenger is aware of his or her surroundings, but can’t take actions or move.</p><p>If the target is asleep, the messenger appears in the target’s dreams and can converse with the target as long as it remains asleep, through the duration of the spell. The messenger can also shape the environment of the dream, creating landscapes, objects, and other images. The messenger can emerge from the trance at any time, ending the effect of the spell early. The target recalls the dream perfectly upon waking. If the target is awake when you cast the spell, the messenger knows it, and can either end the trance (and the spell) or wait for the target to fall asleep, at which point the messenger appears in the target’s dreams.</p><p>You can make the messenger appear monstrous and terrifying to the target. If you do, the messenger can deliver a message of no more than ten words and then the target must make a Wisdom saving throw. On a failed save, echoes of the phantasmal monstrosity spawn a nightmare that lasts the duration of the target’s sleep and prevents the target from gaining any benefit from that rest. In addition, when the target wakes up, it takes 3d6 psychic damage.</p><p>If you have a body part, lock of hair, clipping from a nail, or similar portion of the target’s body, the target makes its saving throw with disadvantage.</p> ",,,Rapazeada,minute,1,,hour,8,,,,,,self,0,0,,,,,,,0,,,,,,,spell,5,ill,,true,true,true,false,false,"a handful of sand, a dab of ink, and a writing quill plucked from a sleeping bird",false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Drawmij’s Instant Summons,spell,"<p>You touch an object weighing 10 pounds or less whose longest dimension is 6 feet or less. The spell leaves an invisible mark on its surface and invisibly inscribes the name of the item on the sapphire you use as the material component. Each time you cast this spell, you must use a different sapphire.</p><p>At any time thereafter, you can use your action to speak the item’s name and crush the sapphire. The item instantly appears in your hand regardless of physical or planar distances, and the spell ends.</p><p>If another creature is holding or carrying the item, crushing the sapphire doesn’t transport the item to you, but instead you learn who the creature possessing the object is and roughly where that creature is located at that moment.</p><p>Dispel magic or a similar effect successfully applied to the sapphire ends this spell’s effect.</p> ",,,Rapazeada,minute,1,,special,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,6,con,,true,true,true,true,false,"a sapphire worth 1,000 gp",false,1000,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dragon’s Breath,spell,"<p>You touch one willing creature and imbue it with the power to spew magical energy from its mouth, provided it has one. Choose acid, cold, fire, lightning, or poison. Until the spell ends, the creature can use an action to exhale energy of the chosen type in a 15-foot cone. Each creature in that area must make a Dexterity saving throw, taking 3d6 damage of the chosen type on a failed save, or half as much damage on a successful one.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,2,trs,,true,true,true,false,true,a hot pepper,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dominate Person,spell,"<p>You attempt to beguile a humanoid that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.</p><p>While the target is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability.</p><p>You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.</p><p>Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.</p> ",,,Rapazeada,action,1,,minute,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,5,enc,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dominate Monster,spell,"<p>You attempt to beguile a creature that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.</p><p>While the creature is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability.</p><p>You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.</p><p>Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,8,enc,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dominate Beast,spell,"<p>You attempt to beguile a beast that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.</p><p>While the beast is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as “Attack that creature,” “Run over there,” or “Fetch that object.” If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability.</p><p>You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.</p><p>Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.</p> ",,,Rapazeada,action,1,,minute,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,4,enc,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Divine Word,spell,"<p>You utter a divine word, imbued with the power that shaped the world at the dawn of creation. Choose any number of creatures you can see within range. Each creature that can hear you must make a Charisma saving throw. On a failed save, a creature suffers an effect based on its current hit points:</p><ul><li><strong>50 hit points or fewer:</strong> deafened for 1 minute</li><li><strong>40 hit points or fewer:</strong> deafened and blinded for 10 minutes</li><li><strong>30 hit points or fewer:</strong> blinded, deafened, and stunned for 1 hour</li><li><strong>20 hit points or fewer:</strong> killed instantly</li></ul><p>Regardless of its current hit points, a celestial, an elemental, a fey, or a fiend that fails its save is forced back to its plane of origin (if it isn’t there already) and can’t return to your current plane for 24 hours by any means short of a wish spell.</p> ",,,Rapazeada,bonus,1,,inst,,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,7,evo,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Divine Favor,spell,"<p>Your prayer empowers you with divine radiance. Until the spell ends, your weapon attacks deal an extra 1d4 radiant damage on a hit.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,evo,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Divination,spell,"<p>Your magic and an offering put you in contact with a god or a god’s servants. You ask a single question concerning a specific goal, event, or activity to occur within 7 days. The GM offers a truthful reply. The reply might be a short phrase, a cryptic rhyme, or an omen.</p><p>The spell doesn’t take into account any possible circumstances that might change the outcome, such as the casting of additional spells or the loss or gain of a companion.</p><p>If you cast the spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get a random reading. The GM makes this roll in secret.</p> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,4,div,,true,true,true,true,false,"incense and a sacrificial offering appropriate to your religion, together worth at least 25 gp, which the spell consumes",true,25,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Distort Value,spell,"<p>Do you need to squeeze a few more gold pieces out of a merchant as you try to sell that weird octopus statue you liberated from the chaos temple? Do you need to downplay the worth of some magical assets when the tax collector stops by? Distort value has you covered.</p><p>You cast this spell on an object no more than 1 foot on a side, doubling the object’s perceived value by adding illusory flourishes or polish to it, or reducing its perceived value by half with the help of illusory scratches, dents, and other unsightly features. Anyone examining the object can ascertain its true value with a successful Intelligence (Investigation) check against your spell save DC.</p> ",,,Rapazeada,minute,1,,hour,8,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,1,ill,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dissonant Whispers,spell,"<p>You whisper a discordant melody that only one creature of your choice within range can hear, wracking it with terrible pain. The target must make a Wisdom saving throw. On a failed save, it takes 3d6 psychic damage and must immediately use its reaction, if available, to move as far as its speed allows away from you. The creature doesn’t move into obviously dangerous ground, such as a fire or a pit. On a successful save, the target takes half as much damage and doesn’t have to move away. A deafened creature automatically succeeds on the save.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,1,enc,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dispel Magic,spell,"<p>Choose one creature, object, or magical effect within range. Any spell of 3rd level or lower on the target ends. For each spell of 4th level or higher on the target, make an ability check using your spellcasting ability. The DC equals 10 + the spell’s level. On a successful check, the spell ends.</p> ",,,Rapazeada,action,1,,inst,,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,3,abj,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dispel Evil and Good,spell,"<p>Shimmering energy surrounds and protects you from fey, undead, and creatures originating from beyond the Material Plane. For the duration, celestials, elementals, fey, fiends, and undead have disadvantage on attack rolls against you.</p><p>You can end the spell early by using either of the following special functions.</p><ul><li><strong>Break Enchantment.</strong> As your action, you touch a creature you can reach that is charmed, frightened, or possessed by a celestial, an elemental, a fey, a fiend, or an undead. The creature you touch is no longer charmed, frightened, or possessed by such creatures.</li><li><strong>Dismissal.</strong> As your action, make a melee spell attack against a celestial, an elemental, a fey, a fiend, or an undead you can reach. On a hit, you attempt to drive the creature back to its home plane. The creature must succeed on a Charisma saving throw or be sent back to its home plane (if it isn’t there already). If they aren’t on their home plane, undead are sent to the Shadowfell, and fey are sent to the Feywild.</li></ul> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,5,abj,,true,true,true,false,true,holy water or powdered silver and iron,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Desintegrate,spell,"<p>A thin green ray springs from your pointing finger to a target that you can see within range. The target can be a creature, an object, or a creation of magical force, such as the wall created by wall of force.</p><p>A creature targeted by this spell must make a Dexterity saving throw. On a failed save, the target takes 10d6 + 40 force damage. The target is disintegrated if this damage leaves it with 0 hit points.</p><p>A disintegrated creature and everything it is wearing and carrying, except magic items, are reduced to a pile of fine gray dust. The creature can be restored to life only by means of a true resurrection or a wish spell.</p><p>This spell automatically disintegrates a Large or smaller nonmagical object or a creation of magical force. If the target is a Huge or larger object or creation of force, this spell disintegrates a 10-foot- cube portion of it. A magic item is unaffected by this spell.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,6,trs,,true,true,true,false,false,a lodestone and a pinch of dust,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Disguise Self,spell,"<p>You make yourself–including your clothing, armor, weapons, and other belongings on your person–look different until the spell ends or until you use your action to dismiss it. You can seem 1 foot shorter or taller and can appear thin, fat, or in between. You can’t change your body type, so you must adopt a form that has the same basic arrangement of limbs. Otherwise, the extent of the illusion is up to you.</p><p>The changes wrought by this spell fail to hold up to physical inspection. For example, if you use this spell to add a hat to your outfit, objects pass through the hat, and anyone who touches it would feel nothing or would feel your head and hair. If you use this spell to appear thinner than you are, the hand of someone who reaches out to touch you would bump into you while it was seemingly still in midair.</p><p>To discern that you are disguised, a creature can use its action to inspect your appearance and must succeed on an Intelligence (Investigation) check against your spell save DC.</p> ",,,Rapazeada,action,1,,hour,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,ill,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dimension Door,spell,"<p>You teleport yourself from your current location to any other spot within range. You arrive at exactly the spot desired. It can be a place you can see, one you can visualize, or one you can describe by stating distance and direction, such as “200 feet straight downward” or “upward to the northwest at a 45- degree angle, 300 feet.”</p><p>You can bring along objects as long as their weight doesn’t exceed what you can carry. You can also bring one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell.</p><p>If you would arrive in a place already occupied by an object or a creature, you and any creature traveling with you each take 4d6 force damage, and the spell fails to teleport you.</p> ",,,Rapazeada,action,1,,inst,,,,,150,,ft,0,0,,,,,,,0,,,,,,,spell,4,con,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Detect Thoughts,spell,"<p>For the duration, you can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell ends, you can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn’t speak any language, the creature is unaffected.</p><p>You initially learn the surface thoughts of the creature–what is most on its mind in that moment. As an action, you can either shift your attention to another creature’s thoughts or attempt to probe deeper into the same creature’s mind. If you probe deeper, the target must make a Wisdom saving throw. If it fails, you gain insight into its reasoning (if any), its emotional state, and something that looms large in its mind (such as something it worries over, loves, or hates). If it succeeds, the spell ends. Either way, the target knows that you are probing into its mind, and unless you shift your attention to another creature’s thoughts, the creature can use its action on its turn to make an Intelligence check contested by your Intelligence check; if it succeeds, the spell ends.</p><p>Questions verbally directed at the target creature naturally shape the course of its thoughts, so this spell is particularly effective as part of an interrogation.</p><p>You can also use this spell to detect the presence of thinking creatures you can’t see. When you cast the spell or as your action during the duration, you can search for thoughts within 30 feet of you. The spell can penetrate barriers, but 2 feet of rock, 2 inches of any metal other than lead, or a thin sheet of lead blocks you. You can’t detect a creature with an Intelligence of 3 or lower or one that doesn’t speak any language.</p><p>Once you detect the presence of a creature in this way, you can read its thoughts for the rest of the duration as described above, even if you can’t see it, but it must still be within range.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,2,div,,true,true,true,false,true,a copper piece,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Detect Poison and Disease,spell,"<p>For the duration, you can sense the presence and location of poisons, poisonous creatures, and diseases within 30 feet of you. You also identify the kind of poison, poisonous creature, or disease in each case.</p><p>The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.</p> ",,,Rapazeada,action,1,,minute,10,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,div,,true,true,true,true,true,a yew leaf,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Detect Magic,spell,"<p>For the duration, you sense the presence of magic within 30 feet of you. If you sense magic in this way, you can use your action to see a faint aura around any visible creature or object in the area that bears magic, and you learn its school of magic, if any.</p><p>The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.</p> ",,,Rapazeada,action,1,,minute,10,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,div,,true,true,false,true,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Detect Evil and Good,spell,"<p>For the duration, you know if there is an aberration, celestial, elemental, fey, fiend, or undead within 30 feet of you, as well as where the creature is located. Similarly, you know if there is a place or object within 30 feet of you that has been magically consecrated or desecrated.</p><p>The spell can penetrate most barriers, but it is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.</p> ",,,Rapazeada,action,1,,minute,10,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,div,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Destructive Wave,spell,"<p>You strike the ground, creating a burst of divine energy that ripples outward from you. Each creature you choose within 30 feet of you must succeed on a Constitution saving throw or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn’t knocked prone.</p> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,5,evo,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Demiplane,spell,"<p>You create a shadowy door on a flat solid surface that you can see within range. The door is large enough to allow Medium creatures to pass through unhindered. When opened, the door leads to a demiplane that appears to be an empty room 30 feet in each dimension, made of wood or stone. When the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side.</p><p>Each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,8,con,,false,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Delayed Blast Fireball,spell,"<p>A beam of yellow light flashes from your pointing finger, then condenses to linger at a chosen point within range as a glowing bead for the duration. When the spell ends, either because your concentration is broken or because you decide to end it, the bead blossoms with a low roar into an explosion of flame that spreads around corners. Each creature in a 20-foot-radius sphere centered on that point must make a Dexterity saving throw. A creature takes fire damage equal to the total accumulated damage on a failed save, or half as much damage on a successful one.</p><p>The spell’s base damage is 12d6. If at the end of your turn the bead has not yet detonated, the damage increases by 1d6.</p><p>If the glowing bead is touched before the interval has expired, the creature touching it must make a Dexterity saving throw. On a failed save, the spell ends immediately, causing the bead to erupt in flame. On a successful save, the creature can throw the bead up to 40 feet. When it strikes a creature or a solid object, the spell ends, and the bead explodes.</p><p>The fire damages objects in the area and ignites flammable objects that aren’t being worn or carried.</p> ",,,Rapazeada,action,1,,minute,1,,,,45,,ft,0,0,,,,,,,0,,,,,,,spell,7,evo,,true,true,true,false,true,a tiny ball of bat guano and sulfur,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Death Ward,spell,"<p>You touch a creature and grant it a measure of protection from death.</p><p>The first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends.</p><p>If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spell ends.</p> ",,,Rapazeada,action,1,,hour,8,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,4,abj,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Daylight,spell,"<p>A 60-foot-radius sphere of light spreads out from a point you choose within range. The sphere is bright light and sheds dim light for an additional 60 feet.</p><p>If you chose a point on an object you are holding or one that isn’t being worn or carried, the light shines from the object and moves with it. Completely covering the affected object with an opaque object, such as a bowl or a helm, blocks the light.</p><p>If any of this spell’s area overlaps with an area of darkness created by a spell of 3rd level or lower, the spell that created the darkness is dispelled.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,3,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Aura of Vitality,spell,"<p>Healing energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. You can use a bonus action to cause one creature in the aura (including you) to regain 2d6 hit points.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,3,evo,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dawn,spell,"<p>The light of dawn shines down on a location you specify within range. Until the spell ends, a 30-foot-radius, 40-foot-high cylinder of bright light glimmers there. This light is sunlight.</p><p>When the cylinder appears, each creature in it must make a Constitution saving throw, taking 4d10 radiant damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw whenever it ends its turn in the cylinder.</p><p>If you’re within 60 feet of the cylinder, you can move it up to 60 feet as a bonus action on your turn.</p> ",,,Rapazeada,action,1,,minute,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,5,evo,,true,true,true,false,true,a sunburst pendant worth at least 100 gp,false,100,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Darkvision,spell,"<p>You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range of 60 feet.</p> ",,,Rapazeada,action,1,,hour,8,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,2,trs,,true,true,true,false,false,either a pinch of dried carrot or an agate,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Darkness,spell,"<p>Magical darkness spreads from a point you choose within range to fill a 15-foot-radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can’t see through this darkness, and nonmagical light can’t illuminate it.</p><p>If the point you choose is on an object you are holding or one that isn’t being worn or carried, the darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque object, such as a bowl or a helm, blocks the darkness.</p><p>If any of this spell’s area overlaps with an area of light created by a spell of 2nd level or lower, the spell that created the light is dispelled.</p> ",,,Rapazeada,action,1,,minute,10,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,2,evo,,true,false,true,false,true,bat fur and a drop of pitch or piece of coal,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Danse Macabre,spell,"<p>Threads of dark power leap from your fingers to pierce up to five Small or Medium corpses you can see within range. Each corpse immediately stands up and becomes undead. You decide whether it is a zombie or a skeleton (the statistics for zombies and skeletons are in the Monster Manual), and it gains a bonus to its attack and damage rolls equal to your spellcasting ability modifier.</p><p>You can use a bonus action to mentally command the creatures you make with this spell, issuing the same command to all of them. To receive the command, a creature must be within 60 feet of you. You decide what action the creatures will take and where they will move during their next turn, or you can issue a general command, such as to guard a chamber or passageway against your foes. If you issue no commands, the creatures do nothing except defend themselves against hostile creatures. Once given an order, the creatures continue to follow it until their task is complete.</p><p>The creatures are under your control until the spell ends, after which they become inanimate once more.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,5,nec,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Dancing Lights,spell,"<p>You create up to four torch-sized lights within range, making them appear as torches, lanterns, or glowing orbs that hover in the air for the duration. You can also combine the four lights into one glowing vaguely humanoid form of Medium size. Whichever form you choose, each light sheds dim light in a 10-foot radius.</p><p>As a bonus action on your turn, you can move the lights up to 60 feet to a new spot within range. A light must be within 20 feet of another light created by this spell, and a light winks out if it exceeds the spell’s range.</p> ",,,Rapazeada,action,1,,minute,1,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,0,evo,,true,true,true,false,true,"a bit of phosphorus or wychwood, or a glowworm",false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Cure Wounds,spell,<p>A creature you touch regains a number of hit points equal to 1d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs.</p> ,,,Rapazeada,action,1,,inst,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,1,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Crusader’s Mantle,spell,"<p>Holy power radiates from you in an aura with a 30-foot radius, awakening boldness in friendly creatures. Until the spell ends, the aura moves with you, centered on you. While in the aura, each nonhostile creature in the aura (including you) deals an extra 1d4 radiant damage when it hits with a weapon attack.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,3,evo,,true,false,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Crown of Stars,spell,"<p>Seven star-like motes of light appear and orbit your head until the spell ends. You can use a bonus action to send one of the motes streaking toward one creature or object within 120 feet of you. When you do so, make a ranged spell attack. On a hit, the target takes 4d12 radiant damage. Whether you hit or miss, the mote is expended. The spell ends early if you expend the last mote.</p><p>If you have four or more motes remaining, they shed bright light in a 30-foot radius and dim light for an additional 30 feet. If you have one to three motes remaining, they shed dim light in a 30-foot radius.</p> ",,,Rapazeada,action,1,,hour,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,7,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Crown of Madness,spell,"<p>One humanoid of your choice that you can see within range must succeed on a Wisdom saving throw or become charmed by you for the duration. While the target is charmed in this way, a twisted crown of jagged iron appears on its head, and a madness glows in its eyes.</p><p>The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach.</p><p>On your subsequent turns, you must use your action to maintain control over the target, or the spell ends. Also, the target can make a Wisdom saving throw at the end of each of its turns. On a success, the spell ends.</p> ",,,Rapazeada,action,1,,minute,1,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,2,enc,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Creation,spell,"<p>You pull wisps of shadow material from the Shadowfell to create a nonliving object of vegetable matter within range:soft goods, rope, wood, or something similar. You can also use this spell to create mineral objects such as stone, crystal, or metal. The object created must be no larger than a 5-foot cube, and the object must be of a form and material that you have seen before.</p><p>The duration depends on the object’s material. If the object is composed of multiple materials, use the shortest duration.</p><ul><li><strong>Vegetable matter.</strong> 1 day</li><li><strong>Stone or crystal.</strong> 12 hours</li><li><strong>Precious metals.</strong> 1 hour</li><li><strong>Gems</strong> 10 minutes</li><li><strong>Adamantine or mithral.</strong> 1 minute</li></ul><p>Using any material created by this spell as another spell’s material component causes that spell to fail.</p> ",,,Rapazeada,minute,1,,special,,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,5,ill,,true,true,true,false,false,a tiny piece of matter of the same type of the item you plan to create,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Create Undead,spell,"<p>You can cast this spell only at night. Choose up to three corpses of Medium or Small humanoids within range. Each corpse becomes a ghoul under your control. (The GM has game statistics for these creatures.)</p><p>As a bonus action on each of your turns, you can mentally command any creature you animated with this spell if the creature is within 120 feet of you (if you control multiple creatures, you can command any or all of them at the same time, issuing the same command to each one). You decide what action the creature will take and where it will move during its next turn, or you can issue a general command, such as to guard a particular chamber or corridor. If you issue no commands, the creature only defends itself against hostile creatures. Once given an order, the creature continues to follow it until its task is complete.</p><p>The creature is under your control for 24 hours, after which it stops obeying any command you have given it. To maintain control of the creature for another 24 hours, you must cast this spell on the creature before the current 24-hour period ends. This use of the spell reasserts your control over up to three creatures you have animated with this spell, rather than animating new ones.</p> ",,,Rapazeada,minute,1,,inst,,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,6,nec,,true,true,true,false,false,"one clay pot filled with grave dirt, one clay pot filled with brackish water, and one 150 gp black onyx stone for each corpse",false,150,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
